properties/label_type,properties/severity,GEN_ALIAS
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,2.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,North Capitol Hill
NoCurbRamp,3.0,North Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,2.0,North Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,4.0,North Capitol Hill
NoCurbRamp,4.0,North Capitol Hill
NoCurbRamp,3.0,North Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,3.0,North Capitol Hill
NoCurbRamp,5.0,Capitol Hill
NoCurbRamp,3.0,North Capitol Hill
NoCurbRamp,4.0,Capitol Hill
NoCurbRamp,3.0,Capitol Hill
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Miller Park
CurbRamp,3.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,3.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,4.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,3.0,Montlake/Portage Bay
CurbRamp,2.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Montlake/Portage Bay
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Central Area/Squire Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,Duwamish/SODO
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,Duwamish/SODO
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,Duwamish/SODO
SurfaceProblem,2.0,Duwamish/SODO
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,Duwamish/SODO
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,5.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,1.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,2.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,Beacon Hill
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,2.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,,Beacon Hill
Obstacle,5.0,Beacon Hill
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,Beacon Hill
Obstacle,5.0,South Beacon Hill/NewHolly
Obstacle,5.0,South Beacon Hill/NewHolly
Obstacle,4.0,South Beacon Hill/NewHolly
Obstacle,,Beacon Hill
Obstacle,3.0,South Beacon Hill/NewHolly
Obstacle,5.0,South Beacon Hill/NewHolly
Obstacle,3.0,South Beacon Hill/NewHolly
Obstacle,3.0,Beacon Hill
Obstacle,1.0,North Beacon Hill/Jefferson Park
Obstacle,4.0,Beacon Hill
Obstacle,2.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,2.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,Duwamish/SODO
Obstacle,4.0,North Beacon Hill/Jefferson Park
Obstacle,,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,1.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,1.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
Obstacle,1.0,Duwamish/SODO
Obstacle,5.0,North Beacon Hill/Jefferson Park
Obstacle,2.0,North Beacon Hill/Jefferson Park
Obstacle,3.0,North Beacon Hill/Jefferson Park
NoCurbRamp,3.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,4.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,4.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,Beacon Hill
NoCurbRamp,2.0,Beacon Hill
NoCurbRamp,5.0,South Beacon Hill/NewHolly
NoCurbRamp,4.0,North Beacon Hill/Jefferson Park
NoCurbRamp,4.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
NoCurbRamp,5.0,North Beacon Hill/Jefferson Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,3.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,1.0,Miller Park
CurbRamp,2.0,Central Area/Squire Park
CurbRamp,2.0,Central Area/Squire Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,2.0,North Beacon Hill/Jefferson Park
SurfaceProblem,3.0,North Beacon Hill/Jefferson Park
